,Date,State_abb,State,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,Free Treatment,Early RX Refills,SEP,Waiver 1135,Paid Sick Leave,stay_at_home,non_essential_business_closure,large_gathering_ban,school_closure,bar_restaurant_limits,primary_election_postponed,emergency_declaration,adult_under_60,adult_over_60,risk_under_60,risk_over_60,hospital_beds,beds_per_thousand,total_chc,total_chc_delivery_sites
473,2020-03-17,SD,South Dakota,South Dakota,US,2020-03-17 23:33:02,11.0,1.0,0.0,44.2998,-99.4388,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"454,877","208,813","59,680","208,820","4,183",4.76,4.0,48
474,2020-03-17,WY,Wyoming,Wyoming,US,2020-03-17 23:53:03,11.0,0.0,0.0,42.756,-107.3025,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"308,190","133,680","45,840","133,690","2,015",3.49,6.0,14
475,2020-03-17,HI,Hawaii,Hawaii,US,2020-03-17 17:33:03,10.0,0.0,0.0,21.0943,-157.4983,0,0,0,0,0,1.0,0.0,10.0,1.0,1.0,0.0,1.0,"770,334","351,836","109,550","351,840","2,749",1.94,14.0,73
476,2020-03-17,MT,Montana,Montana,US,2020-03-17 17:33:03,9.0,0.0,0.0,46.9219,-110.4544,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"551,399","282,771","80,520","282,780","3,542",3.34,14.0,65
477,2020-03-17,ID,Idaho,Idaho,US,2020-03-17 23:33:02,8.0,0.0,0.0,44.2405,-114.4788,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"912,172","398,298","143,790","398,310","3,396",1.94,14.0,115
479,2020-03-17,AK,Alaska,Alaska,US,2020-03-17 17:33:03,3.0,0.0,0.0,61.3707,-152.4044,0,1,0,0,0,1.0,0.0,999.0,1.0,1.0,0.0,1.0,"419,878","136,512","59,930","136,510","1,636",2.23,27.0,193
481,2020-03-17,ND,North Dakota,North Dakota,US,2020-03-17 23:33:02,3.0,0.0,0.0,47.5289,-99.784,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"414,022","166,598","53,790","166,600","3,235",4.27,4.0,26
483,2020-03-17,WV,West Virginia,West Virginia,US,2020-03-17 23:33:02,1.0,0.0,0.0,38.4912,-80.9545,0,1,0,0,0,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"937,210","501,440","233,150","501,440","6,868",3.81,27.0,342
484,2020-03-16,NY,New York,New York,US,2020-03-16 21:53:03,967.0,10.0,0.0,42.1657,-74.9481,0,0,1,0,0,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"11,130,182","4,597,048","1,651,410","4,597,050","51,927",2.66,62.0,760
485,2020-03-16,WA,Washington,Washington,US,2020-03-16 23:53:03,904.0,48.0,1.0,47.4009,-121.4905,0,1,1,1,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
486,2020-03-16,CA,California,California,US,2020-03-16 23:53:03,557.0,7.0,6.0,36.1162,-119.6816,0,0,1,0,1,0.0,0.0,999.0,0.0,1.0,0.0,1.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
487,2020-03-16,MA,Massachusetts,Massachusetts,US,2020-03-16 21:53:03,197.0,0.0,1.0,42.2302,-71.5301,1,0,1,0,1,0.0,0.0,999.0,1.0,1.0,0.0,1.0,3872650,1667210,493230,1667200,15649,2.27,39.0,276
488,2020-03-16,NJ,New Jersey,New Jersey,US,2020-03-16 22:13:21,178.0,2.0,1.0,40.2989,-74.521,0,0,0,0,1,0.0,0.0,50.0,1.0,1.0,0.0,1.0,"5,008,891","2,069,589","749,200","2,069,580","20,901",2.35,23.0,129
489,2020-03-16,CO,Colorado,Colorado,US,2020-03-16 23:53:03,160.0,1.0,0.0,39.0598,-105.3111,0,1,0,0,1,0.0,0.0,999.0,0.0,1.0,0.0,1.0,"3,242,253","1,202,617","414,030","1,202,620","10,574",1.86,20.0,215
490,2020-03-16,FL,Florida,Florida,US,2020-03-16 22:13:21,155.0,5.0,0.0,27.7663,-81.6868,0,1,0,1,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"11,219,768","5,986,562","2,011,240","5,986,560","54,744",2.58,47.0,610
491,2020-03-16,LA,Louisiana,Louisiana,US,2020-03-16 22:13:21,136.0,3.0,0.0,31.1695,-91.8678,0,0,0,0,0,0.0,0.0,999.0,1.0,1.0,1.0,1.0,"2,551,197","1,044,033","509,640","1,044,030","15,272",3.28,34.0,287
492,2020-03-16,GA,Georgia,Georgia,US,2020-03-16 16:53:06,121.0,1.0,0.0,33.0406,-83.6431,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,1.0,1.0,"5,873,782","2,200,308","988,850","2,200,300","25,114",2.39,35.0,265
493,2020-03-16,IL,Illinois,Illinois,US,2020-03-16 22:13:21,105.0,0.0,2.0,40.3495,-88.9861,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"7,044,811","2,865,849","1,064,160","2,865,850","32,066",2.52,44.0,402
494,2020-03-16,TX,Texas,Texas,US,2020-03-16 23:53:03,85.0,0.0,0.0,31.0545,-97.5635,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"16,091,113","5,384,517","2,443,450","5,384,520","65,671",2.29,72.0,537
495,2020-03-16,PA,Pennsylvania,Pennsylvania,US,2020-03-16 20:13:20,77.0,0.0,0.0,40.5908,-77.2098,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"6,872,191","3,305,489","1,149,760","3,305,490","36,730",2.87,43.0,306
496,2020-03-16,MN,Minnesota,Minnesota,US,2020-03-16 16:53:06,54.0,0.0,0.0,45.6945,-93.9002,0,0,0,0,0,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"3,029,819","1,305,981","375,540","1,305,980",13895,2.48,16.0,87
497,2020-03-16,MI,Michigan,Michigan,US,2020-03-16 14:38:46,53.0,0.0,0.0,43.3266,-84.5361,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"5,371,485","2,458,685","931,030","2,458,690","24,949",2.5,38.0,302
498,2020-03-16,TN,Tennessee,Tennessee,US,2020-03-16 22:13:21,52.0,0.0,0.0,35.7478,-86.6923,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"3,691,691","1,597,709","740,500","1,597,710","19,387",2.86,29.0,207
499,2020-03-16,OH,Ohio,Ohio,US,2020-03-16 20:13:21,50.0,0.0,0.0,40.3888,-82.7649,0,0,0,0,0,0.0,0.0,999.0,1.0,1.0,1.0,1.0,"6,239,876","2,871,054","1,085,450","2,871,060","33,157",2.84,47.0,304
500,2020-03-16,VA,Virginia,Virginia,US,2020-03-16 22:13:21,49.0,1.0,0.0,37.7693,-78.17,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"4,758,327","1,916,893","701,950","1,916,890","18,065",2.12,26.0,166
501,2020-03-16,Unassigned Location,Unassigned Location,Diamond Princess,US,2020-03-16 16:53:06,47.0,0.0,0.0,35.4437,139.638,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,,,,,,,,
502,2020-03-16,WI,Wisconsin,Wisconsin,US,2020-03-16 20:13:20,47.0,0.0,1.0,44.2685,-89.6165,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"3,143,755","1,401,735","402,490","1,401,730","12,103",2.08,17.0,143
503,2020-03-16,NV,Nevada,Nevada,US,2020-03-16 20:13:20,45.0,1.0,0.0,38.3135,-117.0554,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"1,682,170","694,270","249,770","694,260","6,493",2.14,7.0,45
504,2020-03-16,MD,Maryland,Maryland,US,2020-03-16 20:13:20,41.0,0.0,3.0,39.0639,-76.8021,0,1,1,0,1,0.0,0.0,10.0,1.0,1.0,0.0,1.0,"3,376,067","1,374,623","537,290","1,374,620","11,577",1.92,17.0,129
505,2020-03-16,OR,Oregon,Oregon,US,2020-03-16 02:33:09,39.0,1.0,0.0,44.572,-122.0709,0,0,0,0,1,0.0,0.0,999.0,0.0,1.0,0.0,1.0,"2,299,991","1,036,369","411,130","1,036,370","6,889",1.65,30.0,232
506,2020-03-16,UT,Utah,Utah,US,2020-03-16 22:33:03,39.0,0.0,0.0,40.15,-111.8624,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"1,728,836","509,354","240,110","509,360","5,767",1.83,13.0,60
507,2020-03-16,NC,North Carolina,North Carolina,US,2020-03-16 23:53:03,38.0,0.0,0.0,35.6301,-79.8064,0,0,0,0,0,0.0,0.0,50.0,1.0,1.0,0.0,1.0,"5,697,079","2,425,771","981,530","2,425,780","21,549",2.08,40.0,264
508,2020-03-16,SC,South Carolina,South Carolina,US,2020-03-16 22:33:03,33.0,1.0,0.0,33.8569,-80.945,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"2,719,708","1,281,062","507,420","1,281,060","12,120",2.38,23.0,200
509,2020-03-16,CT,Connecticut,Connecticut,US,2020-03-16 20:13:20,30.0,0.0,0.0,41.5978,-72.7554,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"1,964,143","888,507","274,780","888,500","7,194",2.01,16.0,290
510,2020-03-16,AL,Alabama,Alabama,US,2020-03-16 22:33:03,29.0,0.0,0.0,32.3182,-86.9023,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"2,620,083","1,190,177","566,450","1,190,180","15,278",3.13,15.0,144
511,2020-03-16,IN,Indiana,Indiana,US,2020-03-16 22:33:03,25.0,1.0,0.0,39.8494,-86.2583,0,0,0,0,0,0.0,0.0,999.0,0.0,1.0,0.0,1.0,"3,621,951","1,519,919","683,090","1,519,920","18,156",2.71,25.0,197
512,2020-03-16,IA,Iowa,Iowa,US,2020-03-16 23:53:03,23.0,0.0,0.0,42.0115,-93.2105,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"1,668,131","766,109","236,630","766,120","9,423",2.99,14.0,80
513,2020-03-16,AR,Arkansas,Arkansas,US,2020-03-16 17:13:23,22.0,0.0,0.0,34.9697,-92.3731,0,0,0,0,0,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"1,598,536","722,684","356,880","722,680","9,517",3.16,12.0,142
514,2020-03-16,DC,District of Columbia,District of Columbia,US,2020-03-16 23:53:03,22.0,0.0,0.0,38.8974,-77.0268,0,1,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,450099,127311,51200,127310,3114,4.44,8.0,66
515,2020-03-16,KY,Kentucky,Kentucky,US,2020-03-16 18:33:03,21.0,1.0,1.0,37.6681,-84.6701,0,1,0,0,0,0.0,0.0,999.0,1.0,1.0,1.0,1.0,"2,384,137","1,087,273","492,520","1,087,270","14,329",3.21,24.0,324
516,2020-03-16,RI,Rhode Island,Rhode Island,US,2020-03-16 18:14:12,21.0,0.0,0.0,41.6809,-71.5118,0,1,0,0,1,1.0,0.0,25.0,0.0,1.0,0.0,1.0,"589,646","266,204","96,990","266,210","2,187",2.07,8.0,52
517,2020-03-16,Unassigned Location,Unassigned Location,Grand Princess,US,2020-03-16 17:13:23,20.0,0.0,0.0,37.6489,-122.6655,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,,,,,,,,
518,2020-03-16,AZ,Arizona,Arizona,US,2020-03-16 17:13:23,18.0,0.0,1.0,33.7298,-111.4312,0,0,0,0,1,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"3,810,152","1,687,168","633,770","1,687,160","13,846",1.93,20.0,188
519,2020-03-16,NE,Nebraska,Nebraska,US,2020-03-16 17:13:23,18.0,0.0,0.0,41.1254,-98.2681,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"1,025,529","435,081","148,520","435,080","6,842",3.55,7.0,45
520,2020-03-16,ME,Maine,Maine,US,2020-03-16 18:14:12,17.0,0.0,0.0,44.6939,-69.3819,0,1,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"700,623","388,697","125,360","388,690","3,400",2.54,18.0,156
521,2020-03-16,NH,New Hampshire,New Hampshire,US,2020-03-16 22:33:03,17.0,0.0,0.0,43.4525,-71.5639,0,1,0,0,0,0.0,0.0,50.0,1.0,1.0,0.0,1.0,"738,454","356,756","130,070","356,760","2,783",2.06,10.0,43
522,2020-03-16,NM,New Mexico,New Mexico,US,2020-03-16 02:53:12,17.0,0.0,0.0,34.8405,-106.2485,1,0,0,0,0,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"1,099,806","505,804","181,190","505,810","3,811",1.82,17.0,212
523,2020-03-16,MS,Mississippi,Mississippi,US,2020-03-16 22:33:03,13.0,0.0,0.0,32.7416,-89.6787,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"1,600,203","678,877","314,570","678,870","12,071",4.05,20.0,227
524,2020-03-16,VT,Vermont,Vermont,US,2020-03-16 17:13:23,12.0,0.0,0.0,44.0459,-72.7107,0,0,0,0,1,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"331,180","175,860","44,710","175,860","1,305",2.09,11.0,72
525,2020-03-16,KS,Kansas,Kansas,US,2020-03-16 17:13:23,11.0,1.0,0.0,38.5266,-96.7265,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"1,544,045","668,545","235,430","668,550","9,659",3.32,18.0,91
526,2020-03-16,OK,Oklahoma,Oklahoma,US,2020-03-16 18:14:12,10.0,0.0,0.0,35.5653,-96.9289,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"2,105,639","890,991","383,760","890,990","11,144",2.83,20.0,99
527,2020-03-16,SD,South Dakota,South Dakota,US,2020-03-16 20:13:20,10.0,1.0,0.0,44.2998,-99.4388,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"454,877","208,813","59,680","208,820","4,183",4.76,4.0,48
528,2020-03-16,DE,Delaware,Delaware,US,2020-03-16 20:13:20,8.0,0.0,0.0,39.3185,-75.5071,0,1,0,0,0,0.0,0.0,50.0,1.0,1.0,0.0,1.0,"518,403","250,717","87,190","250,720","2,101",2.18,3.0,17
529,2020-03-16,HI,Hawaii,Hawaii,US,2020-03-16 02:53:12,7.0,0.0,0.0,21.0943,-157.4983,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"770,334","351,836","109,550","351,840","2,749",1.94,14.0,73
530,2020-03-15,MT,Montana,Montana,US,2020-03-15 18:20:19,7.0,0.0,0.0,46.9219,-110.4544,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"551,399","282,771","80,520","282,780","3,542",3.34,14.0,65
531,2020-03-16,MO,Missouri,Missouri,US,2020-03-16 17:13:23,6.0,0.0,0.0,38.4561,-92.2884,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"3,301,102","1,461,538","618,360","1,461,530","18,749",3.06,29.0,270
532,2020-03-15,ID,Idaho,Idaho,US,2020-03-15 18:20:19,5.0,0.0,0.0,44.2405,-114.4788,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"912,172","398,298","143,790","398,310","3,396",1.94,14.0,115
535,2020-03-15,WY,Wyoming,Wyoming,US,2020-03-15 02:53:03,3.0,0.0,0.0,42.756,-107.3025,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"308,190","133,680","45,840","133,690","2,015",3.49,6.0,14
536,2020-03-13,AK,Alaska,Alaska,US,2020-03-13 14:53:03,1.0,0.0,0.0,61.3707,-152.4044,0,1,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"419,878","136,512","59,930","136,510","1,636",2.23,27.0,193
537,2020-03-12,ND,North Dakota,North Dakota,US,2020-03-12 09:33:03,1.0,0.0,0.0,47.5289,-99.784,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"414,022","166,598","53,790","166,600","3,235",4.27,4.0,26
539,2020-03-10,WV,West Virginia,West Virginia,US,2020-03-10 02:33:04,0.0,0.0,0.0,38.4912,-80.9545,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"937,210","501,440","233,150","501,440","6,868",3.81,27.0,342
540,2020-02-09,IL,Illinois,"Chicago, IL",US,2020-02-09 19:03:03,2.0,0.0,2.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"7,044,811","2,865,849","1,064,160","2,865,850","32,066",2.52,44.0,402
541,2020-02-03,CA,California,"San Benito, CA",US,2020-02-03 03:53:02,2.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
542,2020-02-13,CA,California,"San Diego County, CA",US,2020-02-13 03:13:08,2.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
543,2020-02-03,CA,California,"Santa Clara, CA",US,2020-02-03 00:43:02,2.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
544,2020-02-01,MA,Massachusetts,"Boston, MA",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,3872650,1667210,493230,1667200,15649,2.27,39.0,276
545,2020-02-01,CA,California,"Los Angeles, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
546,2020-02-05,WI,Wisconsin,"Madison, WI",US,2020-02-05 21:53:02,1.0,0.0,0.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,143,755","1,401,735","402,490","1,401,730","12,103",2.08,17.0,143
547,2020-02-01,CA,California,"Orange, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
548,2020-02-13,TX,Texas,"San Antonio, TX",US,2020-02-13 18:53:02,1.0,0.0,0.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"16,091,113","5,384,517","2,443,450","5,384,520","65,671",2.29,72.0,537
549,2020-02-09,WA,Washington,"Seattle, WA",US,2020-02-09 07:03:04,1.0,0.0,1.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
550,2020-02-01,AZ,Arizona,"Tempe, AZ",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,810,152","1,687,168","633,770","1,687,160","13,846",1.93,20.0,188
551,2020-02-09,IL,Illinois,"Chicago, IL",US,2020-02-09 19:03:03,2.0,0.0,2.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"7,044,811","2,865,849","1,064,160","2,865,850","32,066",2.52,44.0,402
552,2020-02-03,CA,California,"San Benito, CA",US,2020-02-03 03:53:02,2.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
553,2020-02-13,CA,California,"San Diego County, CA",US,2020-02-13 03:13:08,2.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
554,2020-02-03,CA,California,"Santa Clara, CA",US,2020-02-03 00:43:02,2.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
555,2020-02-01,MA,Massachusetts,"Boston, MA",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,3872650,1667210,493230,1667200,15649,2.27,39.0,276
556,2020-02-01,CA,California,"Los Angeles, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
557,2020-02-05,WI,Wisconsin,"Madison, WI",US,2020-02-05 21:53:02,1.0,0.0,0.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,143,755","1,401,735","402,490","1,401,730","12,103",2.08,17.0,143
558,2020-02-01,CA,California,"Orange, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
559,2020-02-13,TX,Texas,"San Antonio, TX",US,2020-02-13 18:53:02,1.0,0.0,0.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"16,091,113","5,384,517","2,443,450","5,384,520","65,671",2.29,72.0,537
560,2020-02-09,WA,Washington,"Seattle, WA",US,2020-02-09 07:03:04,1.0,0.0,1.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
561,2020-02-01,AZ,Arizona,"Tempe, AZ",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,810,152","1,687,168","633,770","1,687,160","13,846",1.93,20.0,188
562,2020-01-26,WA,Washington,Washington,US,2020-01-26 16:00:00,1.0,,,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
563,2020-01-26,IL,Illinois,Illinois,US,2020-01-26 16:00:00,1.0,,,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"7,044,811","2,865,849","1,064,160","2,865,850","32,066",2.52,44.0,402
564,2020-01-26,CA,California,California,US,2020-01-26 16:00:00,2.0,,,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
565,2020-01-26,AZ,Arizona,Arizona,US,2020-01-26 16:00:00,1.0,,,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,810,152","1,687,168","633,770","1,687,160","13,846",1.93,20.0,188
566,2020-01-27,WA,Washington,Washington,US,2020-01-27 23:59:00,1.0,,,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
567,2020-01-27,IL,Illinois,Illinois,US,2020-01-27 23:59:00,1.0,,,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"7,044,811","2,865,849","1,064,160","2,865,850","32,066",2.52,44.0,402
568,2020-01-27,CA,California,California,US,2020-01-27 23:59:00,2.0,,,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
569,2020-01-27,AZ,Arizona,Arizona,US,2020-01-27 23:59:00,1.0,,,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,810,152","1,687,168","633,770","1,687,160","13,846",1.93,20.0,188
570,2020-03-02,Unassigned Location,Unassigned Location,Unassigned Location,US,2020-03-02 19:53:03,45.0,0.0,0.0,35.4437,139.638,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,,,,,,,,
571,2020-03-04,WA,Washington,"King County, WA",US,2020-03-04 19:53:02,31.0,9.0,1.0,47.548,-121.9836,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
572,2020-03-03,CA,California,"Santa Clara, CA",US,2020-03-03 23:33:03,11.0,0.0,1.0,37.3541,-121.9552,0,0,1,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
573,2020-03-04,NY,New York,"Westchester County, NY",US,2020-03-04 21:23:10,10.0,0.0,0.0,41.122,-73.7949,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"11,130,182","4,597,048","1,651,410","4,597,050","51,927",2.66,62.0,760
574,2020-03-04,WA,Washington,"Snohomish County, WA",US,2020-03-04 19:53:02,8.0,1.0,0.0,48.033,-121.8339,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
575,2020-03-04,CA,California,"Los Angeles, CA",US,2020-03-04 18:13:18,7.0,0.0,0.0,34.0522,-118.2437,0,0,1,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
576,2020-03-02,IL,Illinois,"Cook County, IL",US,2020-03-02 20:33:02,4.0,0.0,2.0,41.7377,-87.6976,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"7,044,811","2,865,849","1,064,160","2,865,850","32,066",2.52,44.0,402
577,2020-03-04,CA,California,"Orange County, CA",US,2020-03-04 02:13:11,3.0,0.0,0.0,33.7879,-117.8531,0,0,1,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
578,2020-03-03,GA,Georgia,"Fulton County, GA",US,2020-03-03 03:33:02,2.0,0.0,0.0,33.8034,-84.3963,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"5,873,782","2,200,308","988,850","2,200,300","25,114",2.39,35.0,265
579,2020-03-03,NH,New Hampshire,"Grafton County, NH",US,2020-03-03 23:33:03,2.0,0.0,0.0,43.9088,-71.826,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"738,454","356,756","130,070","356,760","2,783",2.06,10.0,43
580,2020-03-03,FL,Florida,"Hillsborough, FL",US,2020-03-03 18:33:02,2.0,0.0,0.0,27.9904,-82.3018,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"11,219,768","5,986,562","2,011,240","5,986,560","54,744",2.58,47.0,610
581,2020-03-04,CA,California,"Placer County, CA",US,2020-03-04 19:53:02,2.0,1.0,0.0,39.0916,-120.8039,0,0,1,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
582,2020-03-02,RI,Rhode Island,"Providence, RI",US,2020-03-02 03:43:02,2.0,0.0,0.0,41.824,-71.4128,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"589,646","266,204","96,990","266,210","2,187",2.07,8.0,52
